Date,Close,high price to date,is new high y/n,price 1 yr later,1 yr avg performance,price 3 yr later,,,,,,,,,
4/14/1993,44.9375,,,,,,,,,,,,,,
4/15/1993,44.9375,,,,,,,,,,,,,,
4/16/1993,44.9375,,,,,,,,,,,,,,
4/19/1993,44.75,,,,,,,,,,,,,,
4/20/1993,44.53125,,,,,,,,,,,,,,
4/21/1993,44.5,,,,,,,,,,,,,,
4/22/1993,43.9375,,,,,,,,,,,,,,
4/23/1993,43.75,,,,,,,,,,,,,,
4/26/1993,43.40625,,,,,,,,,,,,,,
4/27/1993,43.875,,,,,,,,,,,,,,
4/28/1993,43.78125,,,,,,,,,,,,,,
4/29/1993,43.96875,,,,,,,,,,,,,,
4/30/1993,44.03125,,,,,,,,,,,,,,
5/3/1993,44.3125,,,,,,,,,,,,,,
5/4/1993,44.46875,,,,,,,,,,,,,,
5/5/1993,44.59375,,,,,,,,,,,,,,
5/6/1993,44.4375,,,,,,,,,,,,,,
5/7/1993,44.34375,,,,,,,,,,,,,,
5/10/1993,44.4375,,,,,,,,,,,,,,
5/11/1993,44.625,,,,,,,,,,,,,,
5/12/1993,44.5625,,,,,,,,,,,,,,
5/13/1993,44.03125,,,,,,,,,,,,,,
5/14/1993,44,,,,,,,,,,,,,,
5/17/1993,44.15625,,,,,,,,,,,,,,
5/18/1993,44.125,,,,,,,,,,,,,,
5/19/1993,45.03125,,,,,,,,,,,,,,
5/20/1993,45.15625,,,,,,,,,,,,,,
5/21/1993,44.75,,,,,,,,,,,,,,
5/24/1993,44.9375,,,,,,,,,,,,,,
5/25/1993,45.03125,,,,,,,,,,,,,,
5/26/1993,45.59375,,,,,,,,,,,,,,
5/27/1993,45.4375,,,,,,,,,,,,,,
5/28/1993,45.21875,,,,,,,,,,,,,,
6/1/1993,45.65625,,,,,,,,,,,,,,
6/2/1993,45.59375,,,,,,,,,,,,,,
6/3/1993,45.4375,,,,,,,,,,,,,,
6/4/1993,45.28125,,,,,,,,,,,,,,
6/7/1993,45.125,,,,,,,,,,,,,,
6/8/1993,44.71875,,,,,,,,,,,,,,
6/9/1993,44.875,,,,,,,,,,,,,,
6/10/1993,44.90625,,,,,,,,,,,,,,
6/11/1993,45.09375,,,,,,,,,,,,,,
6/14/1993,45.03125,,,,,,,,,,,,,,
6/15/1993,44.9375,,,,,,,,,,,,,,
6/16/1993,45.03125,,,,,,,,,,,,,,
6/17/1993,45.1875,,,,,,,,,,,,,,
6/18/1993,44.5,,,,,,,,,,,,,,
6/21/1993,44.59375,,,,,,,,,,,,,,
6/22/1993,44.625,,,,,,,,,,,,,,
6/23/1993,44.21875,,,,,,,,,,,,,,
6/24/1993,44.8125,,,,,,,,,,,,,,
6/25/1993,44.78125,,,,,,,,,,,,,,
6/28/1993,45.28125,,,,,,,,,,,,,,
6/29/1993,45.0625,,,,,,,,,,,,,,
6/30/1993,45.0625,,,,,,,,,,,,,,
7/1/1993,44.9375,,,,,,,,,,,,,,
7/2/1993,44.6875,,,,,,,,,,,,,,
7/6/1993,44.21875,,,,,,,,,,,,,,
7/7/1993,44.34375,,,,,,,,,,,,,,
7/8/1993,44.84375,,,,,,,,,,,,,,
7/9/1993,44.96875,,,,,,,,,,,,,,
7/12/1993,44.9375,,,,,,,,,,,,,,
7/13/1993,44.90625,,,,,,,,,,,,,,
7/14/1993,45.0625,,,,,,,,,,,,,,
7/15/1993,44.875,,,,,,,,,,,,,,
7/16/1993,44.75,,,,,,,,,,,,,,
7/19/1993,44.71875,,,,,,,,,,,,,,
7/20/1993,44.84375,,,,,,,,,,,,,,
7/21/1993,44.8125,,,,,,,,,,,,,,
7/22/1993,44.5,,,,,,,,,,,,,,
7/23/1993,44.71875,,,,,,,,,,,,,,
7/26/1993,44.96875,,,,,,,,,,,,,,
7/27/1993,44.9375,,,,,,,,,,,,,,
7/28/1993,44.84375,,,,,,,,,,,,,,
7/29/1993,45.09375,,,,,,,,,,,,,,
7/30/1993,44.84375,,,,,,,,,,,,,,
8/2/1993,44.96875,,,,,,,,,,,,,,
8/3/1993,45,,,,,,,,,,,,,,
8/4/1993,45,,,,,,,,,,,,,,
8/5/1993,44.90625,,,,,,,,,,,,,,
8/6/1993,44.96875,,,,,,,,,,,,,,
8/9/1993,45.21875,,,,,,,,,,,,,,
8/10/1993,45.1875,,,,,,,,,,,,,,
8/11/1993,45.1875,,,,,,,,,,,,,,
8/12/1993,45.0625,,,,,,,,,,,,,,
8/13/1993,45.125,,,,,,,,,,,,,,
8/16/1993,45.375,,,,,,,,,,,,,,
8/17/1993,45.53125,,,,,,,,,,,,,,
8/18/1993,45.78125,,,,,,,,,,,,,,
8/19/1993,45.78125,,,,,,,,,,,,,,
8/20/1993,45.8125,,,,,,,,,,,,,,
8/23/1993,45.71875,,,,,,,,,,,,,,
8/24/1993,46.21875,,,,,,,,,,,,,,
8/25/1993,46.25,,,,,,,,,,,,,,
8/26/1993,46.28125,,,,,,,,,,,,,,
8/27/1993,46.25,,,,,,,,,,,,,,
8/30/1993,46.4375,,,,,,,,,,,,,,
8/31/1993,46.5625,,,,,,,,,,,,,,
9/1/1993,46.5,,,,,,,,,,,,,,
9/2/1993,46.34375,,,,,,,,,,,,,,
9/3/1993,46.375,,,,,,,,,,,,,,
9/7/1993,46.0625,,,,,,,,,,,,,,
9/8/1993,45.90625,,,,,,,,,,,,,,
9/9/1993,46,,,,,,,,,,,,,,
9/10/1993,46.40625,,,,,,,,,,,,,,
9/13/1993,46.4375,,,,,,,,,,,,,,
9/14/1993,46.25,,,,,,,,,,,,,,
9/15/1993,46.375,,,,,,,,,,,,,,
9/16/1993,46.1875,,,,,,,,,,,,,,
9/17/1993,45.8125,,,,,,,,,,,,,,
9/20/1993,45.4375,,,,,,,,,,,,,,
9/21/1993,45.28125,,,,,,,,,,,,,,
9/22/1993,45.65625,,,,,,,,,,,,,,
9/23/1993,45.90625,,,,,,,,,,,,,,
9/24/1993,45.78125,,,,,,,,,,,,,,
9/27/1993,46.28125,,,,,,,,,,,,,,
9/28/1993,46.1875,,,,,,,,,,,,,,
9/29/1993,46.03125,,,,,,,,,,,,,,
9/30/1993,45.9375,,,,,,,,,,,,,,
10/1/1993,46.15625,,,,,,,,,,,,,,
10/4/1993,46.21875,,,,,,,,,,,,,,
10/5/1993,46.15625,,,,,,,,,,,,,,
10/6/1993,46.125,,,,,,,,,,,,,,
10/7/1993,46,,,,,,,,,,,,,,
10/8/1993,46.0625,,,,,,,,,,,,,,
10/11/1993,46.15625,,,,,,,,,,,,,,
10/12/1993,46.21875,,,,,,,,,,,,,,
10/13/1993,46.21875,,,,,,,,,,,,,,
10/14/1993,46.8125,,,,,,,,,,,,,,
10/15/1993,47.0625,,,,,,,,,,,,,,
10/18/1993,46.9375,,,,,,,,,,,,,,
10/19/1993,46.59375,,,,,,,,,,,,,,
10/20/1993,46.65625,,,,,,,,,,,,,,
10/21/1993,46.59375,,,,,,,,,,,,,,
10/22/1993,46.375,,,,,,,,,,,,,,
10/25/1993,46.5,,,,,,,,,,,,,,
10/26/1993,46.46875,,,,,,,,,,,,,,
10/27/1993,46.5,,,,,,,,,,,,,,
10/28/1993,46.84375,,,,,,,,,,,,,,
10/29/1993,46.84375,,,,,,,,,,,,,,
11/1/1993,46.96875,,,,,,,,,,,,,,
11/2/1993,46.9375,,,,,,,,,,,,,,
11/3/1993,46.34375,,,,,,,,,,,,,,
11/4/1993,45.84375,,,,,,,,,,,,,,
11/5/1993,46.0625,,,,,,,,,,,,,,
11/8/1993,46.125,,,,,,,,,,,,,,
11/9/1993,46.15625,,,,,,,,,,,,,,
11/10/1993,46.5,,,,,,,,,,,,,,
11/11/1993,46.375,,,,,,,,,,,,,,
11/12/1993,46.59375,,,,,,,,,,,,,,
11/15/1993,46.5625,,,,,,,,,,,,,,
11/16/1993,46.78125,,,,,,,,,,,,,,
11/17/1993,46.53125,,,,,,,,,,,,,,
11/18/1993,46.40625,,,,,,,,,,,,,,
11/19/1993,46.3125,,,,,,,,,,,,,,
11/22/1993,46.03125,,,,,,,,,,,,,,
11/23/1993,46.28125,,,,,,,,,,,,,,
11/24/1993,46.46875,,,,,,,,,,,,,,
11/26/1993,46.5,,,,,,,,,,,,,,
11/29/1993,46.3125,,,,,,,,,,,,,,
11/30/1993,46.34375,,,,,,,,,,,,,,
12/1/1993,46.40625,,,,,,,,,,,,,,
12/2/1993,46.53125,,,,,,,,,,,,,,
12/3/1993,46.71875,,,,,,,,,,,,,,
12/6/1993,46.875,,,,,,,,,,,,,,
12/7/1993,46.84375,,,,,,,,,,,,,,
12/8/1993,46.84375,,,,,,,,,,,,,,
12/9/1993,46.6875,,,,,,,,,,,,,,
12/10/1993,46.59375,,,,,,,,,,,,,,
12/13/1993,46.875,,,,,,,,,,,,,,
12/14/1993,46.53125,,,,,,,,,,,,,,
12/15/1993,46.46875,,,,,,,,,,,,,,
12/16/1993,46.625,,,,,,,,,,,,,,
12/17/1993,46.5625,,,,,,,,,,,,,,
12/20/1993,46.625,,,,,,,,,,,,,,
12/21/1993,46.46875,,,,,,,,,,,,,,
12/22/1993,46.78125,,,,,,,,,,,,,,
12/23/1993,46.75,,,,,,,,,,,,,,
12/27/1993,47,,,,,,,,,,,,,,
12/28/1993,47.09375,,,,,,,,,,,,,,
12/29/1993,47.03125,,,,,,,,,,,,,,
12/30/1993,46.84375,,,,,,,,,,,,,,
12/31/1993,46.59375,,,,,,,,,,,,,,
1/3/1994,46.46875,,,,,,,,,,,,,,
1/4/1994,46.65625,,,,,,,,,,,,,,
1/5/1994,46.75,,,,,,,,,,,,,,
1/6/1994,46.75,,,,,,,,,,,,,,
1/7/1994,47.03125,,,,,,,,,,,,,,
1/10/1994,47.59375,,,,,,,,,,,,,,
1/11/1994,47.5,,,,,,,,,,,,,,
1/12/1994,47.34375,,,,,,,,,,,,,,
1/13/1994,47.21875,,,,,,,,,,,,,,
1/14/1994,47.40625,,,,,,,,,,,,,,
1/17/1994,47.40625,,,,,,,,,,,,,,
1/18/1994,47.46875,,,,,,,,,,,,,,
1/19/1994,47.34375,,,,,,,,,,,,,,
1/20/1994,47.46875,,,,,,,,,,,,,,
1/21/1994,47.375,,,,,,,,,,,,,,
1/24/1994,47.1875,,,,,,,,,,,,,,
1/25/1994,47.1875,,,,,,,,,,,,,,
1/26/1994,47.3125,,,,,,,,,,,,,,
1/27/1994,47.75,,,,,,,,,,,,,,
1/28/1994,47.875,,,,,,,,,,,,,,
1/31/1994,48.21875,,,,,,,,,,,,,,
2/1/1994,47.96875,,,,,,,,,,,,,,
2/2/1994,48.28125,,,,,,,,,,,,,,
2/3/1994,48.0625,,,,,,,,,,,,,,
2/4/1994,46.96875,,,,,,,,,,,,,,
2/7/1994,47.1875,,,,,,,,,,,,,,
2/8/1994,47.21875,,,,,,,,,,,,,,
2/9/1994,47.40625,,,,,,,,,,,,,,
2/10/1994,47,,,,,,,,,,,,,,
2/11/1994,47.15625,,,,,,,,,,,,,,
2/14/1994,47.21875,,,,,,,,,,,,,,
2/15/1994,47.46875,,,,,,,,,,,,,,
2/16/1994,47.4375,,,,,,,,,,,,,,
2/17/1994,47.15625,,,,,,,,,,,,,,
2/18/1994,46.875,,,,,,,,,,,,,,
2/22/1994,47.34375,,,,,,,,,,,,,,
2/23/1994,47.21875,,,,,,,,,,,,,,
2/24/1994,46.59375,,,,,,,,,,,,,,
2/25/1994,46.8125,,,,,,,,,,,,,,
2/28/1994,46.8125,,,,,,,,,,,,,,
3/1/1994,46.625,,,,,,,,,,,,,,
3/2/1994,46.6875,,,,,,,,,,,,,,
3/3/1994,46.5625,,,,,,,,,,,,,,
3/4/1994,46.6875,,,,,,,,,,,,,,
3/7/1994,46.9375,,,,,,,,,,,,,,
3/8/1994,46.75,,,,,,,,,,,,,,
3/9/1994,46.96875,,,,,,,,,,,,,,
3/10/1994,46.59375,,,,,,,,,,,,,,
3/11/1994,46.84375,,,,,,,,,,,,,,
3/14/1994,46.90625,,,,,,,,,,,,,,
3/15/1994,46.875,,,,,,,,,,,,,,
3/16/1994,47.25,,,,,,,,,,,,,,
3/17/1994,47.25,,,,,,,,,,,,,,
3/18/1994,46.96875,,,,,,,,,,,,,,
3/21/1994,46.84375,,,,,,,,,,,,,,
3/22/1994,46.96875,,,,,,,,,,,,,,
3/23/1994,46.9375,,,,,,,,,,,,,,
3/24/1994,46.375,,,,,,,,,,,,,,
3/25/1994,45.9375,,,,,,,,,,,,,,
3/28/1994,46,,,,,,,,,,,,,,
3/29/1994,45.09375,,,,,,,,,,,,,,
3/30/1994,44.46875,,,,,,,,,,,,,,
3/31/1994,44.59375,,,,,,,,,,,,,,
4/4/1994,43.90625,,,,,,,,,,,,,,
4/5/1994,44.8125,,,,,,,,,,,,,,
4/6/1994,44.8125,,,,,,,,,,,,,,
4/7/1994,45.03125,,,,,,,,,,,,,,
4/8/1994,44.6875,,,,,,,,,,,,,,
4/11/1994,44.875,,,,,,,,,,,,,,
4/12/1994,44.8125,,,,,,,,,,,,,,
4/13/1994,44.578125,,,,,,,,,,,,,,
4/14/1994,44.59375,,,,,,,,,,,,,,
4/15/1994,44.59375,,,,,,,,,,,,,,
4/18/1994,44.296875,,,,,,,,,,,,,,
4/19/1994,44.359375,,,,,,,,,,,,,,
4/20/1994,44.3125,,,,,,,,,,,,,,
4/21/1994,44.90625,,,,,,,,,,,,,,
4/22/1994,44.859375,,,,,,,,,,,,,,
4/25/1994,45.328125,,,,,,,,,,,,,,
4/26/1994,45.28125,,,,,,,,,,,,,,
4/28/1994,44.953125,,,,,,,,,,,,,,
4/29/1994,45.09375,,,,,,,,,,,,,,
5/2/1994,45.375,,,,,,,,,,,,,,
5/3/1994,45.328125,,,,,,,,,,,,,,
5/4/1994,45.25,,,,,,,,,,,,,,
5/5/1994,45.1875,,,,,,,,,,,,,,
5/6/1994,44.75,,,,,,,,,,,,,,
5/9/1994,44.359375,,,,,,,,,,,,,,
5/10/1994,44.703125,,,,,,,,,,,,,,
5/11/1994,44.296875,,,,,,,,,,,,,,
5/12/1994,44.515625,,,,,,,,,,,,,,
5/13/1994,44.515625,,,,,,,,,,,,,,
5/16/1994,44.53125,,,,,,,,,,,,,,
5/17/1994,45.1875,,,,,,,,,,,,,,
5/18/1994,45.515625,,,,,,,,,,,,,,
5/19/1994,45.734375,,,,,,,,,,,,,,
5/20/1994,45.5625,,,,,,,,,,,,,,
5/23/1994,45.484375,,,,,,,,,,,,,,
5/24/1994,45.671875,,,,,,,,,,,,,,
5/25/1994,45.796875,,,,,,,,,,,,,,
5/26/1994,45.828125,,,,,,,,,,,,,,
5/27/1994,45.875,,,,,,,,,,,,,,
5/31/1994,45.8125,,,,,,,,,,,,,,
6/1/1994,46.015625,,,,,,,,,,,,,,
6/2/1994,45.96875,,,,,,,,,,,,,,
6/3/1994,46.234375,,,,,,,,,,,,,,
6/6/1994,46.21875,,,,,,,,,,,,,,
6/7/1994,46.15625,,,,,,,,,,,,,,
6/8/1994,45.78125,,,,,,,,,,,,,,
6/9/1994,46.03125,,,,,,,,,,,,,,
6/10/1994,46.109375,,,,,,,,,,,,,,
6/13/1994,46.171875,,,,,,,,,,,,,,
6/14/1994,46.53125,,,,,,,,,,,,,,
6/15/1994,46.34375,,,,,,,,,,,,,,
6/16/1994,46.4375,,,,,,,,,,,,,,
6/17/1994,45.875,,,,,,,,,,,,,,
6/20/1994,45.484375,,,,,,,,,,,,,,
6/21/1994,45.09375,,,,,,,,,,,,,,
6/22/1994,45.265625,,,,,,,,,,,,,,
6/23/1994,45,,,,,,,,,,,,,,
6/24/1994,44.0625,,,,,,,,,,,,,,
6/27/1994,44.828125,,,,,,,,,,,,,,
6/28/1994,44.609375,,,,,,,,,,,,,,
6/29/1994,44.75,,,,,,,,,,,,,,
6/30/1994,44.46875,,,,,,,,,,,,,,
7/1/1994,44.5625,,,,,,,,,,,,,,
7/5/1994,44.796875,,,,,,,,,,,,,,
7/6/1994,44.734375,,,,,,,,,,,,,,
7/7/1994,44.921875,,,,,,,,,,,,,,
7/8/1994,44.90625,,,,,,,,,,,,,,
7/11/1994,44.75,,,,,,,,,,,,,,
7/12/1994,44.8125,,,,,,,,,,,,,,
7/13/1994,44.890625,,,,,,,,,,,,,,
7/14/1994,45.375,,,,,,,,,,,,,,
7/15/1994,45.390625,,,,,,,,,,,,,,
7/18/1994,45.46875,,,,,,,,,,,,,,
7/19/1994,45.375,,,,,,,,,,,,,,
7/20/1994,45.171875,,,,,,,,,,,,,,
7/21/1994,45.265625,,,,,,,,,,,,,,
7/22/1994,45.34375,,,,,,,,,,,,,,
7/25/1994,45.40625,,,,,,,,,,,,,,
7/26/1994,45.359375,,,,,,,,,,,,,,
7/27/1994,45.359375,,,,,,,,,,,,,,
7/28/1994,45.453125,,,,,,,,,,,,,,
7/29/1994,45.90625,,,,,,,,,,,,,,
8/1/1994,46.125,,,,,,,,,,,,,,
8/2/1994,46.1875,,,,,,,,,,,,,,
8/3/1994,46.203125,,,,,,,,,,,,,,
8/4/1994,45.9375,,,,,,,,,,,,,,
8/5/1994,45.78125,,,,,,,,,,,,,,
8/8/1994,45.890625,,,,,,,,,,,,,,
8/9/1994,45.96875,,,,,,,,,,,,,,
8/10/1994,46.140625,,,,,,,,,,,,,,
8/11/1994,45.96875,,,,,,,,,,,,,,
8/12/1994,46.328125,,,,,,,,,,,,,,
8/15/1994,46.3125,,,,,,,,,,,,,,
8/16/1994,46.640625,,,,,,,,,,,,,,
8/17/1994,46.609375,,,,,,,,,,,,,,
8/18/1994,46.453125,,,,,,,,,,,,,,
8/19/1994,46.421875,,,,,,,,,,,,,,
8/22/1994,46.375,,,,,,,,,,,,,,
8/23/1994,46.640625,,,,,,,,,,,,,,
8/24/1994,47.140625,,,,,,,,,,,,,,
8/25/1994,47.015625,,,,,,,,,,,,,,
8/26/1994,47.6875,,,,,,,,,,,,,,
8/29/1994,47.65625,,,,,,,,,,,,,,
8/30/1994,47.78125,,,,,,,,,,,,,,
8/31/1994,47.65625,,,,,,,,,,,,,,
9/1/1994,47.5,,,,,,,,,,,,,,
9/2/1994,47.296875,,,,,,,,,,,,,,
9/6/1994,47.3125,,,,,,,,,,,,,,
9/7/1994,47.265625,,,,,,,,,,,,,,
9/8/1994,47.5,,,,,,,,,,,,,,
9/9/1994,47,,,,,,,,,,,,,,
9/12/1994,46.859375,,,,,,,,,,,,,,
9/13/1994,47,,,,,,,,,,,,,,
9/14/1994,47.046875,,,,,,,,,,,,,,
9/15/1994,47.640625,,,,,,,,,,,,,,
9/16/1994,47.015625,,,,,,,,,,,,,,
9/19/1994,47.0625,,,,,,,,,,,,,,
9/20/1994,46.171875,,,,,,,,,,,,,,
9/21/1994,46.171875,,,,,,,,,,,,,,
9/22/1994,46.0625,,,,,,,,,,,,,,
9/23/1994,45.90625,,,,,,,,,,,,,,
9/26/1994,46.140625,,,,,,,,,,,,,,
9/27/1994,46.109375,,,,,,,,,,,,,,
9/28/1994,46.46875,,,,,,,,,,,,,,
9/29/1994,46.234375,,,,,,,,,,,,,,
9/30/1994,46.171875,,,,,,,,,,,,,,
10/3/1994,46.0625,,,,,,,,,,,,,,
10/4/1994,45.375,,,,,,,,,,,,,,
10/5/1994,45.390625,,,,,,,,,,,,,,
10/6/1994,45.25,,,,,,,,,,,,,,
10/7/1994,45.453125,,,,,,,,,,,,,,
10/10/1994,45.9375,,,,,,,,,,,,,,
10/11/1994,46.625,,,,,,,,,,,,,,
10/12/1994,46.6875,,,,,,,,,,,,,,
10/13/1994,46.84375,,,,,,,,,,,,,,
10/14/1994,47.046875,,,,,,,,,,,,,,
10/17/1994,46.953125,,,,,,,,,,,,,,
10/18/1994,46.84375,,,,,,,,,,,,,,
10/19/1994,47.0625,,,,,,,,,,,,,,
10/20/1994,46.75,,,,,,,,,,,,,,
10/21/1994,46.5625,,,,,,,,,,,,,,
10/24/1994,46.171875,,,,,,,,,,,,,,
10/25/1994,46.21875,,,,,,,,,,,,,,
10/26/1994,46.390625,,,,,,,,,,,,,,
10/27/1994,46.671875,,,,,,,,,,,,,,
10/28/1994,47.65625,,,,,,,,,,,,,,
10/31/1994,47.484375,,,,,,,,,,,,,,
11/1/1994,46.953125,,,,,,,,,,,,,,
11/2/1994,46.6875,,,,,,,,,,,,,,
11/3/1994,46.9375,,,,,,,,,,,,,,
11/4/1994,46.328125,,,,,,,,,,,,,,
11/7/1994,46.46875,,,,,,,,,,,,,,
11/8/1994,46.828125,,,,,,,,,,,,,,
11/9/1994,46.90625,,,,,,,,,,,,,,
11/10/1994,46.578125,,,,,,,,,,,,,,
11/11/1994,46.40625,,,,,,,,,,,,,,
11/14/1994,46.84375,,,,,,,,,,,,,,
11/15/1994,46.6875,,,,,,,,,,,,,,
11/16/1994,46.84375,,,,,,,,,,,,,,
11/17/1994,46.53125,,,,,,,,,,,,,,
11/18/1994,46.46875,,,,,,,,,,,,,,
11/21/1994,46,,,,,,,,,,,,,,
11/22/1994,45,,,,,,,,,,,,,,
11/23/1994,45.25,,,,,,,,,,,,,,
11/25/1994,45.46875,,,,,,,,,,,,,,
11/28/1994,45.671875,,,,,,,,,,,,,,
11/29/1994,45.65625,,,,,,,,,,,,,,
11/30/1994,45.59375,,,,,,,,,,,,,,
12/1/1994,45.140625,,,,,,,,,,,,,,
12/2/1994,45.5625,,,,,,,,,,,,,,
12/5/1994,45.609375,,,,,,,,,,,,,,
12/6/1994,45.640625,,,,,,,,,,,,,,
12/7/1994,45.3125,,,,,,,,,,,,,,
12/8/1994,44.875,,,,,,,,,,,,,,
12/9/1994,45.046875,,,,,,,,,,,,,,
12/12/1994,45.34375,,,,,,,,,,,,,,
12/13/1994,45.515625,,,,,,,,,,,,,,
12/14/1994,45.75,,,,,,,,,,,,,,
12/15/1994,45.890625,,,,,,,,,,,,,,
12/16/1994,45.75,,,,,,,,,,,,,,
12/19/1994,45.8125,,,,,,,,,,,,,,
12/20/1994,45.671875,,,,,,,,,,,,,,
12/21/1994,46.15625,,,,,,,,,,,,,,
12/22/1994,46.015625,,,,,,,,,,,,,,
12/23/1994,46.0625,,,,,,,,,,,,,,
12/27/1994,46.3125,,,,,,,,,,,,,,
12/28/1994,46.078125,,,,,,,,,,,,,,
12/29/1994,46.109375,,,,,,,,,,,,,,
12/30/1994,45.5625,,,,,,,,,,,,,,
1/3/1995,45.78125,,,,,,,,,,,,,,
1/4/1995,46,,,,,,,,,,,,,,
1/5/1995,46,,,,,,,,,,,,,,
1/6/1995,46.046875,,,,,,,,,,,,,,
1/9/1995,46.09375,,,,,,,,,,,,,,
1/10/1995,46.140625,,,,,,,,,,,,,,
1/11/1995,46.171875,,,,,,,,,,,,,,
1/12/1995,46.1875,,,,,,,,,,,,,,
1/13/1995,46.734375,,,,,,,,,,,,,,
1/16/1995,47.015625,,,,,,,,,,,,,,
1/17/1995,47.03125,,,,,,,,,,,,,,
1/18/1995,46.984375,,,,,,,,,,,,,,
1/19/1995,46.71875,,,,,,,,,,,,,,
1/20/1995,46.546875,,,,,,,,,,,,,,
1/23/1995,46.6875,,,,,,,,,,,,,,
1/24/1995,46.75,,,,,,,,,,,,,,
1/25/1995,46.875,,,,,,,,,,,,,,
1/26/1995,46.921875,,,,,,,,,,,,,,
1/27/1995,47.109375,,,,,,,,,,,,,,
1/30/1995,46.90625,,,,,,,,,,,,,,
1/31/1995,47.09375,,,,,,,,,,,,,,
2/1/1995,47.078125,,,,,,,,,,,,,,
2/2/1995,47.359375,,,,,,,,,,,,,,
2/3/1995,48.03125,,,,,,,,,,,,,,
2/6/1995,48.234375,,,,,,,,,,,,,,
2/7/1995,48.296875,,,,,,,,,,,,,,
2/8/1995,48.296875,,,,,,,,,,,,,,
2/9/1995,48.296875,,,,,,,,,,,,,,
2/10/1995,48.359375,,,,,,,,,,,,,,
2/13/1995,48.375,,,,,,,,,,,,,,
2/14/1995,48.4375,,,,,,,,,,,,,,
2/15/1995,48.703125,,,,,,,,,,,,,,
2/16/1995,48.640625,,,,,,,,,,,,,,
2/17/1995,48.453125,,,,,,,,,,,,,,
2/21/1995,48.4375,,,,,,,,,,,,,,
2/22/1995,48.796875,,,,,,,,,,,,,,
2/23/1995,48.875,,,,,,,,,,,,,,
2/24/1995,49,,,,,,,,,,,,,,
2/27/1995,48.609375,,,,,,,,,,,,,,
2/28/1995,49.015625,,,,,,,,,,,,,,
3/1/1995,48.703125,,,,,,,,,,,,,,
3/2/1995,48.765625,,,,,,,,,,,,,,
3/3/1995,48.78125,,,,,,,,,,,,,,
3/6/1995,48.8125,,,,,,,,,,,,,,
3/7/1995,48.4375,,,,,,,,,,,,,,
3/8/1995,48.5625,,,,,,,,,,,,,,
3/9/1995,48.546875,,,,,,,,,,,,,,
3/10/1995,49.265625,,,,,,,,,,,,,,
3/13/1995,49.21875,,,,,,,,,,,,,,
3/14/1995,49.578125,,,,,,,,,,,,,,
